0,1.73085,0,-0.04606
-0.21429,1.71761,0,-0.04643
-0.21429,1.70378,0,-0.0477
-0.21429,1.68733,0,-0.04084
-0.21429,1.6761,0,-0.03843
-0.21429,1.65684,0,-0.04053
-0.21429,1.65061,0,-0.03892
-0.21429,1.63845,0,-0.0466
-0.21429,1.61806,0,-0.04218
-0.21429,1.6074,0,-0.04097
-0.21429,1.58963,0,-0.03932
-0.21429,1.57975,0,-0.04062
-0.21429,1.57424,0,-0.04173
-0.21429,1.56548,0,-0.04369
-0.21429,1.55281,0,-0.04282
-0.21429,1.54632,0,-0.0398
-0.21429,1.5361,0,-0.04026
-0.21429,1.53234,0,-0.03894
-0.21429,1.53227,0,-0.037
-0.21429,1.51308,0,-0.03911
-0.21429,1.50959,0,-0.03838
-0.21429,1.49627,0,-0.03589
-0.21429,1.49209,0,-0.03809
-0.21429,1.48422,0,-0.0356
-0.21429,1.48431,0,-0.0358
-0.21429,1.47175,0,-0.03342
-0.21429,1.46266,0,-0.03042
-0.21429,1.44881,0,-0.03029
-0.21429,1.44755,0,-0.02951
-0.21429,1.43463,0,-0.03103
-0.21429,1.43571,0,-0.03139
-0.21429,1.42152,0,-0.03413
-0.21429,1.4171,0,-0.03399
-0.21429,1.41407,0,-0.03611
-0.21429,1.40833,0,-0.03565
-0.21429,1.40679,0,-0.03516
-0.21429,1.40077,0,-0.03464
-0.21429,1.40091,0,-0.03306
-0.21429,1.39603,0,-0.03009
-0.21429,1.38717,0,-0.02983
-0.21429,1.37993,0,-0.02805
-0.21429,1.38857,0,-0.03047
-0.21429,1.37558,0,-0.02985
-0.21429,1.36058,0,-0.02921
-0.21429,1.35546,0,-0.02654
-0.21429,1.35797,0,-0.02412
-0.21429,1.3516,0,-0.0244
-0.21429,1.35025,0,-0.00561
-0.21429,1.37382,0,-0.00776
-0.21429,1.37238,0,-0.01119
-0.21429,1.35548,0,-0.00925
-0.21429,1.34337,0,-0.0094
-0.21429,1.34557,0,-0.00793
-0.21429,1.34368,0,-0.00524
-0.21429,1.33861,0,-0.00638
-0.21429,1.33522,0,-0.00616
-0.21429,1.33079,0,-0.00702
-0.21429,1.32455,0,-0.00685
-0.21429,1.3134,0,-0.00603
-0.21429,1.3078,0,-0.00375
-0.21429,1.30404,0,-0.00693
-0.21429,1.29683,0,-0.00791
-0.21429,1.28889,0,-0.01894
-0.21429,1.27678,0,-0.01748
-0.21429,1.28471,0,-0.01662
-0.21429,1.27975,0,-0.01583
-0.21429,1.27189,0,-0.01525
-0.21429,1.26286,0,-0.01317
-0.21429,1.26272,0,-0.01231
-0.21429,1.25485,0,-0.01216
-0.21429,1.24888,0,-0.01239
-0.21429,1.25218,0,-0.0113
-0.21429,1.24338,0,-0.01361
-0.21429,1.24939,0,-0.0103
-0.21429,1.24828,0,-0.01341
-0.21429,1.23618,0,-0.014
-0.21429,1.24104,0,-0.01461
-0.21429,1.24246,0,-0.01401
-0.21429,1.25212,0,0.00282
-0.21429,1.2443,0,0.00596
-0.21429,1.23706,0,0.00575
-0.21429,1.22708,0,0.0041
-0.21429,1.22636,0,0.00341
-0.21429,1.21641,0,0.01954
-0.21429,1.23327,0,0.01994
-0.21429,1.2276,0,0.01947
-0.21429,1.22543,0,0.02112
-0.21429,1.21535,0,0.02189
-0.21429,1.21551,0,0.02027
-0.21429,1.21261,0,0.0203
-0.21429,1.20448,0,0.0194
-0.21429,1.2104,0,0.02141
-0.21429,1.20764,0,0.01908
-0.21429,1.21637,0,0.01921
-0.21429,1.21179,0,0.00897
-0.21429,1.20066,0,0.00603
-0.21429,1.20128,0,0.00612
-0.21429,1.19786,0,0.00139
-0.21429,1.18999,0,-0.00015
-0.21429,1.18578,0,0.00168
-0.21429,1.17795,0,0.00332
-0.21429,1.17925,0,0.00341
-0.21429,1.18626,0,0.00706
-0.21429,1.18184,0,0.0088
-0.21429,1.18941,0,0.00978
-0.21429,1.18548,0,0.00728
-0.21429,1.18782,0,0.00517
-0.21429,1.18838,0,0.00572
-0.21429,1.18158,0,0.00199
-0.21429,1.18469,0,0.0041
-0.21429,1.18558,0,0.00675
-0.21429,1.17621,0,0.00927
-0.21429,1.17678,0,0.01018
-0.21429,1.16577,0,0.00925
-0.21429,1.16375,0,0.01084
-0.21429,1.15137,0,0.00811
-0.21429,1.15131,0,0.00515
-0.21429,1.15103,0,0.00642
-0.21429,1.14594,0,0.00742
-0.21429,1.14725,0,0.00451
-0.21429,1.16379,0,0.00725
-0.21429,1.14891,0,0.00658
-0.21429,1.15789,0,0.00333
-0.21429,1.16012,0,0.002
